2ligands tempo
0.062000000000000055 -0.262
0.026000000000000023 -0.206
-0.262 -0.10999999999999999
-0.12599999999999997 -0.08199999999999996
0.01800000000000007 -0.006000000000000005
-0.19799999999999998 0.03400000000000003
-0.14999999999999997 -0.27799999999999997
-0.266 0.07000000000000006
-0.13799999999999996 -0.057999999999999996
-0.10199999999999998 -0.062
0.06600000000000006 -0.258
-0.282 -0.238
-0.033999999999999975 0.026000000000000023
0.050000000000000044 -0.16599999999999998
-0.27399999999999997 -0.14999999999999997
-0.062 -0.08999999999999997
-0.206 -0.10199999999999998
-0.182 0.08200000000000002
0.030000000000000027 -0.19799999999999998
-0.07799999999999996 -0.29
-0.238 0.09000000000000002
-0.16599999999999998 -0.02999999999999997
-0.010000000000000009 -0.0020000000000000018
-0.14199999999999996 0.050000000000000044
-0.09399999999999997 0.09800000000000003
-0.27799999999999997 -0.18999999999999997
-0.246 -0.12599999999999997
-0.19399999999999998 -0.23399999999999999
-0.057999999999999996 -0.05399999999999999
-0.21399999999999997 0.05800000000000005
0.038000000000000034 0.014000000000000068
-0.22199999999999998 -0.298
0.03400000000000003 0.06600000000000006
0.09000000000000002 0.07400000000000007
0.0020000000000000573 0.04200000000000004
-0.294 0.08600000000000002
-0.254 -0.266
0.07000000000000006 0.038000000000000034
-0.25 -0.22599999999999998
0.09800000000000003 0.010000000000000064
-0.05399999999999999 0.09400000000000003
-0.10599999999999998 0.062000000000000055
0.07400000000000007 -0.02200000000000002
-0.286 -0.07799999999999996
-0.298 0.04600000000000004
-0.27 0.01800000000000007
-0.18999999999999997 -0.27399999999999997
-0.22999999999999998 0.022000000000000075
-0.23399999999999999 -0.018000000000000016
-0.242 -0.16999999999999998
-0.21799999999999997 -0.20199999999999999
-0.29 -0.025999999999999968
-0.258 -0.04999999999999999
-0.174 0.006000000000000061
-0.20999999999999996 -0.14599999999999996
-0.22599999999999998 -0.07400000000000001
-0.11399999999999996 -0.282
-0.186 -0.178
-0.13399999999999998 0.0020000000000000573
-0.11799999999999997 -0.033999999999999975
-0.018000000000000016 0.07800000000000001
-0.158 -0.25
-0.10999999999999999 -0.242
-0.006000000000000005 -0.294
-0.178 -0.12199999999999997
-0.162 -0.20999999999999996
-0.04999999999999999 0.05400000000000005
-0.20199999999999999 -0.04199999999999998
-0.16999999999999998 -0.066
-0.14599999999999996 -0.09799999999999998
-0.08199999999999996 0.030000000000000027
-0.08599999999999997 -0.010000000000000009
-0.154 -0.154
-0.045999999999999985 -0.014000000000000012
-0.12999999999999998 -0.186
-0.03799999999999998 -0.27
-0.014000000000000012 -0.03799999999999998
0.04200000000000004 -0.045999999999999985
0.04600000000000004 -0.286
-0.07 -0.246
-0.08999999999999997 -0.10599999999999998
-0.02999999999999997 -0.174
0.09400000000000003 -0.22999999999999998
0.05800000000000005 -0.21399999999999997
0.006000000000000061 -0.158
0.08200000000000002 -0.182
0.010000000000000064 -0.07
-0.12199999999999997 -0.12999999999999998
0.022000000000000075 -0.254
-0.0020000000000000018 -0.22199999999999998
-0.04199999999999998 -0.21799999999999997
0.07800000000000001 -0.08599999999999997
0.08600000000000002 -0.14199999999999996
-0.07400000000000001 -0.19399999999999998
-0.09799999999999998 -0.162
-0.066 -0.13799999999999996
0.05400000000000005 -0.11799999999999997
0.014000000000000068 -0.11399999999999996
-0.025999999999999968 -0.13399999999999998
-0.02200000000000002 -0.09399999999999997
