6863,802 0,0052524668
6873,772 0,0076086373
6883,762 0,0061904321
6893,792 0,0047690615
6903,852 0,0040324349
6913,832 0,0036836395
6923,832 0,0021135711
6933,762 0,0018655929
6943,822 9,6671309E-4
6953,812 6,1037331E-4
6963,822 8,3743216E-4
6973,872 6,3680295E-5
6983,832 -7,9315808E-4
6993,812 -0,002078831
7003,832 -0,0020344847
7013,772 -0,0018317609
7023,852 -0,0026990644
7033,842 -0,0027826303
7043,862 -0,003258658
7053,802 -0,0035005749
7063,762 -0,0030733648
7073,762 -0,0031266994
7083,782 -0,0030504979
7093,832 -0,0010800524
7094,782 -7,7921298E-4
7095,262 -8,9968925E-4
7095,732 -4,8022226E-4
7096,202 -1,002202E-4
7096,682 -4,7202382E-4
7097,152 -5,7965972E-4
7097,632 -4,4190716E-4
7098,102 -2,5530729E-4
7098,582 4,1574257E-4
7099,052 3,1556025E-4
7099,532 6,9936951E-4
7100,002 8,4035976E-4
7100,472 9,0072138E-4
7100,952 0,0015043954
7101,422 0,001512525
7101,902 0,0011249608
7102,372 0,0017357777
7102,852 0,0020402762
7103,322 0,0022224929
7103,802 0,0030578182
7104,272 0,0031451143
7104,752 0,0036619031
7105,232 0,0039228025
7105,702 0,0042174414
7106,182 0,0045448164
7106,652 0,005307018
7107,132 0,0060254139
7107,602 0,0069913156
7108,082 0,0072623879
7108,552 0,0081609563
7109,032 0,0090334556
7109,512 0,010748726
7109,982 0,012325061
7110,462 0,014580676
7110,932 0,017695958
7111,412 0,022396045
7111,892 0,030740453
7112,362 0,045323583
7112,842 0,068115022
7113,322 0,091341967
7113,792 0,10381569
7114,272 0,097371108
7114,752 0,084517517
7115,222 0,077867264
7115,702 0,077236623
7116,182 0,078909192
7116,652 0,081139514
7117,132 0,082649369
7117,612 0,084682372
7118,092 0,087366145
7118,562 0,092160314
7119,042 0,1011037
7119,522 0,11507778
7119,992 0,13499891
7120,472 0,16155806
7120,952 0,19635012
7121,432 0,24084487
7121,902 0,29515602
7122,382 0,35352724
7122,862 0,41150257
7123,342 0,46363137
7123,822 0,50814021
7124,292 0,54924946
7124,772 0,59070481
7125,252 0,63847107
7125,732 0,69670518
7126,212 0,76473284
7126,692 0,83805
7127,162 0,90369097
7127,642 0,96251934
7128,122 1,0044716
7128,602 1,0377617
7129,082 1,0652129
7129,562 1,0947806
7130,042 1,1331902
7130,512 1,1746662
7130,992 1,2179544
7131,472 1,2794342
7131,952 1,3205925
7132,432 1,3489401
7132,912 1,3645353
7133,392 1,3644266
7133,872 1,3496655
7134,352 1,3241749
7134,832 1,2939736
7135,312 1,2594051
7135,792 1,2374519
7136,272 1,2196125
7136,752 1,2041498
7137,232 1,1942239
7137,712 1,1901184
7138,192 1,1830726
7138,672 1,1743206
7139,152 1,167211
7139,632 1,1581955
7140,112 1,1523917
7140,592 1,1474777
7141,072 1,133892
7141,552 1,1213531
7142,032 1,107639
7142,512 1,0953221
7142,992 1,0770721
7143,472 1,0671805
7143,952 1,0676475
7144,432 1,0655908
7144,912 1,0642567
7145,392 1,0633925
7145,872 1,071895
7146,362 1,0766706
7146,842 1,0827168
7147,322 1,0861352
7147,802 1,0817558
7148,282 1,0767136
7148,762 1,0695446
7149,242 1,0606792
7149,732 1,0478468
7150,212 1,03372
7150,692 1,0206199
7151,172 1,0050135
7151,652 0,99057174
7152,132 0,98132893
7152,622 0,96684308
7153,102 0,95829135
