6863,763 0,0036893903
6873,733 0,0088035112
6883,723 0,0072531335
6893,753 0,0060756843
6903,813 0,0042970059
6913,793 0,0028406012
6923,793 0,0022876023
6933,723 0,0031056089
6943,783 -4,8422032E-5
6953,773 -3,4776705E-4
6963,783 -0,0011833554
6973,833 -0,0011606607
6983,793 -0,0010824993
6993,773 -0,0034326765
7003,793 -0,001970055
7013,733 -0,0027289097
7023,813 -0,0023541021
7033,803 -0,0034383078
7043,823 -0,0039122085
7053,763 -0,0028109034
7063,723 -0,0028687787
7073,723 -0,0027843618
7083,743 -0,0035087297
7093,793 -0,0013336108
7094,743 -5,229823E-4
7095,223 -4,4345714E-4
7095,693 3,9243339E-4
7096,163 3,5992305E-5
7096,643 2,8190641E-4
7097,113 8,1728415E-4
7097,593 0,0011149658
7098,063 3,8847502E-4
7098,543 0,0011519328
7099,013 0,0018005288
7099,493 0,0022870538
7099,963 0,0019696061
7100,433 0,0024088718
7100,913 0,0024833342
7101,383 0,00211421
7101,863 0,0030868595
7102,333 0,0030675155
7102,813 0,0041155961
7103,283 0,0045434341
7103,763 0,0051423074
7104,233 0,006358298
7104,713 0,0061190851
7105,193 0,0064900133
7105,663 0,0066401925
7106,143 0,007536147
7106,613 0,0090531675
7107,093 0,0097781913
7107,563 0,010002902
7108,043 0,011479818
7108,513 0,012720394
7108,993 0,013867171
7109,473 0,015911705
7109,943 0,018851328
7110,423 0,022069315
7110,893 0,027453074
7111,373 0,036203766
7111,853 0,047478901
7112,323 0,064497051
7112,803 0,087782517
7113,283 0,11098341
7113,753 0,11743319
7114,233 0,11008048
7114,713 0,10111718
7115,183 0,095324756
7115,663 0,093583063
7116,143 0,094393518
7116,613 0,099435756
7117,093 0,10818004
7117,573 0,12265754
7118,053 0,14082931
7118,523 0,16485529
7119,003 0,19696246
7119,483 0,23536297
7119,953 0,28188177
7120,433 0,33531514
7120,913 0,39172633
7121,393 0,44594097
7121,863 0,49676972
7122,343 0,5434947
7122,823 0,59320342
7123,303 0,64605584
7123,783 0,70323323
7124,253 0,76167453
7124,733 0,82038627
7125,213 0,87044522
7125,693 0,91624072
7126,173 0,95360579
7126,653 0,98645363
7127,123 1,0130978
7127,603 1,0501297
7128,083 1,0914586
7128,563 1,1373088
7129,043 1,1835419
7129,523 1,2308287
7130,003 1,26431
7130,473 1,284181
7130,953 1,2886107
7131,433 1,2883876
7131,913 1,2731167
7132,393 1,2591839
7132,873 1,2391998
7133,353 1,2157179
7133,833 1,1978881
7134,313 1,1783075
7134,793 1,1552784
7135,273 1,1418576
7135,753 1,1266713
7136,233 1,119468
7136,713 1,1125985
7137,193 1,1079511
7137,673 1,1001223
7138,153 1,0960091
